,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
10003,C10004,公司8,646416,6,13,32.21408973,125,0.169569517,1,4,32,28.17958732,68,0.008923829,3,71,0.604170493,33.06559875,51,12.56764,76,5.337963373,8,0.233134176,,24,5,15.82653087,0,65.02516108,11.76287956,51.30568262,1,1,32,4.045532001,1,5,7,10,33,30,46.1182846,J0141,J0149,  ,  
10004,C10005,公司8,646416,7,34,6.181163977,107,0.846141586,1,18,81,13.92688951,33,0.602585545,2,46,2.556285158,20.29004782,79,12.28862849,96,37.91300022,18,12.52142159,,12,22,10.89990345,0,37.7494124,1.604781761,78.8770464,2,1,57,17.8227756,1,4,2,12,70,13,41.29975961,  ,  ,  ,  
10005,C10006,公司12,1454436,5,1,21.28058697,129,0.14519412,1,6,107,19.01040888,53,0.324135122,11,12,13.70753454,27.4591029,48,12.07115031,4,56.41667083,999999999,8.848195892,,58,7,5.130451492,0,32.38924579,16.53483174,31.9326807,4,1,49,10.12543364,1,1,5,10,17,84,63.2091631,  ,  ,  ,  
10006,C10007,公司10,1010025,12,8,14.57205657,73,0.038553338,1,13,100,20.13255172,39,0.624174539,9,41,15.58905147,26.50467376,96,16.20716649,2,5.789467818,7,8.759301288,,46,52,14.52370948,0,32.27761135,9.31289529,30.73062873,4,1,79,19.42335804,1,6,4,3,89,94,,J0115,J0110,  ,  
10007,C10008,公司13,1705636,4,45,19.53677923,43,0.016459899,,4,74,6.965819831,48,0.385294918,10,62,19.19528949,7.256176798,32,30.74479395,56,76.83782286,2,19.58326429,,5,21,16.26389104,0,77.78245978,15.68951743,7.977851451,3,1,29,19.67134746,1,2,1,7,27,4,42.76469723,  ,  ,  ,  
10008,C10009,公司18,3272481,8,43,29.58280367,171,0.780879948,1,5,155,32.1122554,13,0.914182983,1,56,18.14193465,19.52695692,88,30.96857039,88,72.75415113,12,17.70722404,,64,69,16.51791699,0,15.78214688,0.613615705,51.33684108,4,1,56,7.902441328,1,3,3,5,61,71,72.48755466,  ,  ,  ,  
10009,C10010,公司16,2585664,12,23,33.67652204,184,0.192786549,1,6,186,22.49904201,15,0.298290526,6,6,19.53166771,21.20000427,41,16.91874526,96,88.99835046,11,2.269024332,,1,38,8.353709586,0,14.9660692,9.565449127,79.91802456,5,1,95,12.80978192,1,6,5,9,7,69,79.29870046,J0031,  ,  ,  
10010,C10011,公司6,363609,2,2,10.23759901,182,0.67518741,1,4,115,11.88126431,14,0.730647372,10,53,5.474096265,18.25356764,80,23.24006316,36,54.32938607,4,4.130459864,,2,17,18.74110145,0,66.80425143,8.432289342,11.31083256,4,1,23,17.3476085,1,3,2,10,4,33,19.61808111,  ,  ,  ,  
10011,C10012,公司5,252004,12,35,1.436553414,31,0.421299104,1,12,77,7.189442382,46,0.773946481,4,42,15.11860142,33.16740564,22,22.41015477,47,2.795809214,4,8.567422957,,83,71,16.64463412,0,50.23814115,3.077401947,87.52240723,4,1,49,12.06455107,1,7,7,3,19,95,49.96919429,  ,  ,  ,  
10012,C10013,公司12,1454436,9,50,21.6668767,88,0.524486934,1,12,98,10.37048129,14,0.013113297,1,33,9.180347152,28.68034488,25,1.462731708,68,78.8789512,7,2.025552933,,19,71,1.158665084,0,88.06597892,6.749254272,48.37532187,5,1,87,4.613066762,1,2,4,12,71,40,27.95297139,  ,  ,  ,  
10013,C10014,公司3,90601,2,2,22.05175505,119,0.64186608,1,13,74,20.08155797,24,0.84327669,4,71,17.94432407,23.56700825,15,21.71940017,51,33.82490765,4,14.09365897,,96,5,13.29382669,0,7.115489847,17.4850976,49.60914814,2,1,91,15.59236389,1,10,6,3,33,94,57.36346399,  ,  ,  ,  
10014,C10015,公司12,1454436,2,35,12.93068619,7,0.573915843,1,13,107,32.34981757,58,0.712484202,7,60,13.06314478,13.92482859,29,11.09072012,16,4.532990598,4,0.814351251,,8,7,2.121301056,0,70.65635929,10.37712855,22.64109024,4,1,67,9.117584726,1,1,6,12,28,18,7.367791727,  ,  ,  ,  
10015,C10016,公司12,1454436,7,12,5.569823845,112,0.641384059,1,7,10,12.13443024,14,0.490432301,7,17,16.60550904,19.46442729,39,13.0124746,20,61.14011272,7,1.006675762,,58,48,12.41301862,0,68.55036157,10.04210793,33.65304023,3,1,32,10.77179991,1,6,2,5,38,73,59.39302209,J0192,J0012,J0177,  
10016,C10017,公司19,3644281,12,68,2.274371498,13,0.9012859,1,3,30,2.751813335,29,0.485555598,3,5,16.24258087,4.099763375,43,1.571961864,3,82.44903468,,4.592640465,,39,10,12.44498747,0,54.06850125,19.71440488,69.35241937,5,1,56,18.92645447,1,10,5,9,68,73,47.63483283,  ,  ,  ,  
10017,C10018,公司17,2917264,9,25,10.87962568,45,0.773811578,1,16,201,5.13225363,58,0.064924685,,56,13.59038423,21.41359851,39,0.34004736,17,7.578541082,8,5.51948809,,20,45,10.80639468,0,67.011962,19.76628905,39.55188246,5,1,37,17.04077453,1,6,3,5,46,9,33.13412309,J0173,J0077,J0096,  
10018,C10019,公司18,3272481,4,,0.80824611,152,0.785595676,1,17,149,7.158031635,71,0.809513504,3,69,3.550776091,5.203944149,68,18.10840416,5,84.16336997,2,9.837334202,,78,8,16.77501081,0,13.67596663,9.887804946,83.9428742,4,1,39,4.244876197,1,4,4,11,77,95,38.5582921,  ,  ,  ,  
10019,C10020,公司3,90601,12,1,15.70318346,187,0.833255862,1,4,45,0.043359718,52,0.587587167,5,23,5.880192494,17.07228338,27,6.010425357,92,49.8885273,14,10.23395583,,43,16,1.901361207,0,78.42492004,17.4037656,48.23259905,3,1,66,6.6219918,1,9,2,11,14,52,83.2753368,  ,  ,  ,  
10020,C10021,公司10,1010025,2,32,24.08780035,77,0.157184905,1,6,115,28.85327773,62,0.478928795,5,28,13.12364889,28.22246054,45,11.0337969,11,,1,10.96066988,,59,5,1.745997252,0,56.4780073,14.91333233,61.93901929,1,1,46,0.114671223,1,3,6,7,83,45,13.17984144,J0034,  ,  ,  
10021,C10022,公司5,252004,10,39,21.73418936,78,0.918475491,1,1,203,27.62690075,53,0.520401166,4,37,19.01463234,10.97255513,4,18.37212173,20,86.62725953,9,2.261518334,,1,66,9.327752067,0,91.23889115,14.01308453,30.24585082,2,1,94,15.59114142,1,5,4,9,47,16,84.61329924,  ,  ,  ,  
10022,C10023,公司17,2917264,1,36,7.43741022,9,0.925458609,1,10,187,23.97079793,62,0.846091254,6,2,4.551761401,26.68767187,14,15.91482538,21,34.55317282,10,15.57138219,,80,65,7.14633959,0,47.48133667,,84.24669906,1,1,28,6.902735297,1,9,7,1,53,18,77.44935283,  ,  ,  ,  
10023,C10024,公司1,10000,3,18,3.820358258,197,0.406863411,1,14,199,3.122495813,66,0.302499444,4,10,16.94913296,16.41349441,11,20.32368089,47,15.71619348,14,19.43490078,,82,60,16.26806095,0,61.66493357,14.60690129,78.57284614,1,1,17,6.956816186,1,5,6,2,77,53,34.8644138,  ,  ,  ,  
10024,C10025,公司6,363609,10,28,33.98111333,31,0.675825058,1,17,109,17.87498288,64,0.68661275,5,54,18.70483249,9.198777835,26,9.75000498,16,15.1757605,3,0.89150199,,38,29,17.83284862,0,74.6244397,9.122494411,,4,1,,18.03167163,1,7,3,12,18,1,67.12711676,J0172,  ,  ,  
10025,C10026,公司12,1454436,1,30,4.088849286,161,0.064647579,1,11,122,28.59147823,11,0.889573119,12,64,1.932322706,0.976911519,53,31.01346327,70,77.81127261,15,0.223962032,,56,30,15.12408851,0,56.6450712,8.806403605,44.21644312,2,1,90,0.607441367,1,9,7,9,58,47,3.460154959,  ,  ,  ,  
10026,C10027,公司5,252004,7,53,3.051217332,150,0.315528197,1,5,114,4.472361443,41,0.557913623,8,53,13.79770703,2.471144218,29,27.39222667,6,15.15828497,12,15.25899341,,60,43,11.70695977,0,24.69540153,15.93279386,2.469690235,1,1,21,17.86656611,1,3,2,2,1,54,7.458002566,  ,  ,  ,  
10027,C10028,公司17,2917264,5,4,9.313694808,197,0.599071113,1,6,51,7.616107204,51,0.485261486,5,3,7.073143817,30.6513087,39,8.664514421,65,78.55146398,13,8.492798338,,22,29,9.050172165,0,4.570013971,4.283757274,999999999,3,,85,5.393965315,1,10,7,11,22,4,67.652901,J0189,  ,  ,  
10028,C10029,公司7,494209,1,51,3.75842137,124,0.523304627,1,2,170,12.4427535,68,0.196567934,3,30,5.037441741,5.066925392,51,12.78771088,65,31.38569681,11,13.20708205,,32,20,9.51670144,0,62.4768168,16.72419195,81.78249303,5,1,62,12.12878651,1,7,1,9,89,32,38.10218599,J0012,  ,  ,  
10029,C10030,公司1,10000,7,57,9.586955785,143,0.514051925,1,13,182,11.61442708,4,0.783458513,9,47,8.73845752,22.76174953,24,7.404751495,65,1.060727459,12,11.24219397,,60,45,16.29847751,0,73.5440231,8.356190832,41.68797162,4,1,72,11.56581093,1,6,6,4,69,58,30.21429055,  ,  ,  ,  
10030,C10031,公司12,1454436,8,2,14.28490888,5,0.169646926,1,16,9,26.04894591,30,0.475649499,12,22,15.50953026,12.8194037,11,4.243732283,58,46.9215443,13,11.59019564,,17,3,12.78785892,0,82.56661696,13.19923532,83.14857783,5,1,56,16.74333391,1,8,5,3,72,66,79.3137193,  ,  ,  ,  
10031,C10032,公司4,161604,8,53,23.71319668,18,0.975646537,1,4,43,6.95271154,7,0.575893864,9,36,3.801899182,26.94707139,79,11.12244532,25,34.6685182,1,7.615295262,,51,32,2.049042034,0,57.38121572,2.091120707,36.77767906,1,1,82,3.429235578,1,11,4,3,32,77,,J0026,  ,  ,  
10032,C10033,公司16,2585664,3,31,31.27284421,172,0.794283479,1,9,24,15.79855296,58,0.306494554,10,69,1.487105006,16.43588385,96,1.258936568,26,3.340785048,13,15.12109418,,68,63,8.517505638,0,58.9641595,4.281940513,83.07863705,2,1,36,10.22018774,1,6,2,4,58,56,11.85488227,J0074,J0154,  ,  
10033,C10034,公司2,40401,3,44,16.17068795,167,0.347330708,1,14,125,21.35749478,8,0.623241662,10,44,14.83879172,28.256312,50,16.87920055,2,62.46177339,2,16.73444414,,36,16,5.175289818,0,15.42555061,15.31997812,80.49317213,1,1,8,6.577448711,1,6,5,8,64,43,39.0460501,  ,  ,  ,  
10034,C10035,公司5,252004,9,58,5.459337975,122,0.506719306,1,5,12,12.27598313,52,0.520528134,8,16,4.158744012,31.94465088,9,28.84743781,28,77.63662967,13,5.628506474,,48,11,1.884418674,0,13.49488485,0.929423462,25.41108473,3,1,70,17.66139763,1,5,1,8,31,66,38.45874507,J0200,J0183,J0166,  
10035,C10036,公司3,90601,7,38,33.5149759,116,0.362799105,1,4,54,5.215036819,71,0.545980019,4,33,11.68906245,33.91284149,44,26.75513709,18,49.57627964,1,2.744511962,,42,26,18.96777049,0,27.26335839,14.07314542,9.643822195,2,1,17,16.17501762,1,2,3,11,44,34,76.93209556,  ,  ,  ,  
10036,C10037,公司17,2917264,12,18,33.07845084,37,0.986253151,1,1,68,25.53564326,29,0.618753889,12,19,8.828518785,0.096054341,22,31.39904139,40,89.93095284,14,19.72409923,,81,26,12.68826079,0,90.90471474,2.780181471,70.01368,4,1,87,1.338796326,1,3,4,6,54,87,10.62042275,J0038,  ,  ,  
10037,C10038,公司1,10000,11,34,19.0732462,105,0.369825998,1,1,99,9.664331536,54,0.413570998,3,63,1.200350745,7.161876616,65,18.25123478,77,84.2356429,16,13.27079671,,29,8,0.138217412,0,68.11998337,18.15462303,84.20834708,5,1,41,17.55615904,1,12,4,5,89,59,55.37155579,  ,  ,  ,  
10038,C10039,公司12,1454436,5,60,3.169448738,152,0.997517143,1,12,83,5.979450313,55,0.795044081,12,38,1.603405345,14.26799374,62,17.14841011,45,14.41859111,11,1.180855387,,35,9,2.792999968,0,51.34886618,0.177503086,63.20024671,2,1,87,2.674521765,1,5,6,4,83,52,43.76525413,  ,  ,  ,  
10039,C10040,公司12,1454436,12,1,0.374371975,176,0.626822149,1,5,6,7.559603792,14,0.090412188,6,27,12.66735581,13.06902511,25,1.371191236,8,40.29615475,4,9.748389675,,3,44,18.64397137,0,65.88565629,10.10924492,61.79465515,3,1,42,18.16539263,1,8,1,8,87,78,30.26622973,J0059,  ,  ,  
10040,C10041,公司14,1979649,10,52,6.114478115,54,0.535195936,1,16,77,12.96920094,56,0.025723789,7,49,1.859816158,32.58705431,82,32.44982514,72,1.588630495,18,2.807942963,,50,34,0.18676336,0,48.85502298,8.190645691,76.62506755,2,1,69,6.999864731,1,11,3,6,2,66,58.41212732,J0109,J0020,J0054,  
10041,C10042,公司7,494209,11,65,20.7787735,120,0.229861341,1,2,141,15.99567297,63,0.286051982,4,71,19.19561206,1.708673816,28,23.35869552,29,43.49419755,1,3.180063222,,39,63,0.064622704,0,20.56646981,11.94727368,28.22314439,1,1,40,8.097713795,1,5,7,8,54,96,37.19577453,J0060,J0140,  ,  
10042,C10043,公司20,4040100,11,3,7.572911551,52,0.192601992,1,8,99,23.57955366,57,0.562044972,11,5,15.73582935,30.25945089,15,24.3822392,61,4.267255885,17,9.311411575,,64,31,2.792169282,0,3.457030831,18.14745909,20.90281744,3,1,8,13.93513419,1,5,7,1,19,76,76.89614425,J0194,  ,  ,  
10043,C10044,公司18,3272481,5,31,31.20784374,98,0.235347652,1,9,135,30.54950171,63,0.488973057,4,35,18.63257077,2.980140043,62,26.43144542,89,60.31080411,2,15.14388039,,,17,6.427446009,0,74.04141617,11.68751692,78.86744337,4,1,55,5.505626205,1,2,1,7,89,83,56.1524062,  ,  ,  ,  
10044,C10045,公司3,90601,9,27,17.71358874,14,0.459333225,1,14,106,6.975189151,47,0.219716966,11,15,19.64605719,6.367465048,42,7.889796234,20,29.22327334,12,11.94296213,,26,6,3.546672988,0,28.15653438,7.05997732,8.358671888,3,1,39,13.50596966,1,7,1,6,34,50,70.80795024,  ,  ,  ,  
10045,C10046,公司3,90601,8,56,33.36659863,102,0.784896271,1,18,115,18.6150939,62,0.335184355,-999999999,12,7.945365866,22.83760751,37,33.0308935,78,26.95087855,8,1.180098818,,89,61,7.872682782,0,77.09950793,14.53494807,14.45511985,2,1,20,16.28503858,1,1,1,5,78,19,24.51508065,  ,  ,  ,  
10046,C10047,公司2,40401,9,70,3.277650545,196,0.428167517,1,9,23,10.41588795,53,0.539991383,10,14,16.46094903,26.54415691,,12.86002364,38,61.90585584,4,19.31514675,,73,55,15.82075804,0,67.29716921,18.52042094,49.62981177,4,1,6,14.42927605,1,5,7,11,76,19,23.47115423,  ,  ,  ,  
10047,C10048,公司10,1010025,5,4,31.65500166,166,0.158739674,1,2,53,3.990274149,36,0.408799323,9,63,18.37617756,13.17105576,94,0.291165399,28,68.43409935,17,2.789018891,,46,67,10.08507191,0,20.17175229,19.01863352,72.97015315,4,1,64,13.2846959,1,6,2,6,19,35,27.28830573,J0095,J0186,  ,  
10048,C10049,公司10,1010025,5,12,31.4016008,83,0.786871074,1,12,47,0.178703449,36,0.240291079,9,56,6.787491539,3.578610853,4,27.73860928,13,30.97446854,5,14.0836929,,36,61,5.518222142,0,89.6748345,16.65632575,72.7199349,1,1,6,7.277260314,1,9,3,5,13,25,3.391031051,J0008,J0108,  ,  
10049,C10050,公司5,252004,12,7,,80,0.623222255,1,4,44,27.29231853,14,0.174137025,8,28,5.606419871,23.51144056,56,9.754708053,59,30.45320984,15,1.27043863,,7,37,19.86880005,0,56.50301891,14.73412324,43.29782763,2,1,87,6.502941762,1,3,6,9,72,69,27.65887807,J0011,  ,  ,  
10050,C10051,公司9,817216,5,49,28.9734815,72,0.825342349,1,15,100,6.306148382,24,0.994443459,11,58,6.072873381,25.74160002,83,20.3385851,80,36.53185517,17,6.370207696,,74,47,4.056018162,0,27.00911394,0.308272803,37.34720307,4,1,90,0.557852698,1,9,6,4,5,67,1.400428949,  ,  ,  ,  
10051,C10052,公司15,2271049,10,48,27.12186615,7,0.966320006,1,1,24,11.38041759,65,0.876361356,5,44,1.283981257,16.84543236,23,20.01150339,3,16.58345913,5,8.02524205,,2,41,5.437493941,0,21.58473522,15.72700613,66.78674585,3,1,19,0.849761453,1,7,3,2,91,54,9.455330944,  ,  ,  ,  
10052,C10053,公司20,4040100,3,24,28.08105064,122,0.661571271,1,13,182,5.292080992,18,0.389399673,6,37,,23.12293797,77,3.753684343,72,77.51043745,11,2.594195924,,89,43,19.65063061,0,81.74694452,3.315548746,53.39575808,1,1,96,19.00210483,1,2,3,12,57,55,34.85399384,J0120,J0140,J0124,  
10053,C10054,公司11,1221025,10,55,30.86914853,101,0.364743009,1,6,185,2.838070285,43,0.495627581,12,39,15.69818656,17.00928802,64,33.05023121,25,65.76472975,9,10.57265932,,49,63,6.972845688,0,6.292169357,7.80638891,84.09587812,2,1,88,14.20845936,1,8,2,10,62,86,43.47641128,J0010,  ,  ,  
10054,C10055,公司18,3272481,7,6,26.84311509,24,0.900115034,1,11,24,4.618500206,16,0.405070168,12,37,14.70274089,22.95882443,53,21.56595768,11,88.58412123,8,0.896569903,,24,28,7.112761782,0,31.60547365,9.426404951,23.53107082,3,1,68,18.07308057,1,11,3,3,63,93,46.96038118,  ,  ,  ,  
10055,C10056,公司2,40401,4,9,27.47171984,78,0.424568305,1,1,184,20.27456561,38,,7,34,9.127587827,24.5098311,33,1.584078349,82,30.29423887,1,4.970436431,,34,42,2.861805649,0,31.15094584,19.29937034,91.29362187,3,1,33,10.16066662,1,5,4,11,3,27,9.39393458,  ,  ,  ,  
10056,C10057,公司1,10000,11,1,25.61819097,123,0.570727774,1,5,84,24.47893628,35,0.585701627,12,20,2.455903137,9.440142996,70,11.40288826,31,33.29966727,11,19.77986565,,29,23,11.04698551,0,11.39328993,1.440027514,88.55541933,2,1,70,13.03818895,1,5,6,6,95,66,18.39542335,  ,  ,  ,  
10057,C10058,公司20,4040100,4,42,5.15036417,79,0.158619815,1,2,70,27.77830775,36,0.500062208,,13,12.22670596,21.92605414,93,5.353673501,79,69.44251558,11,16.25823888,,61,70,17.60945732,0,,14.34673177,55.69066433,2,1,58,3.190127286,1,5,2,3,92,87,41.70510037,  ,  ,  ,  
10058,C10059,公司17,2917264,2,53,22.70235452,200,0.73603474,1,5,62,15.42336702,66,0.669667417,5,38,12.88209382,13.37922494,75,21.43768438,23,34.73892885,14,15.59484841,,30,60,2.064690319,0,26.39478332,10.23180452,82.91631857,1,1,42,10.09363748,1,9,1,10,77,75,82.63546929,J0081,  ,  ,  
10059,C10060,公司13,1705636,9,61,16.55855282,95,0.528911393,1,4,85,13.77321062,48,0.966468362,12,13,10.03090837,15.68365515,3,3.570567417,80,4.786410648,5,14.94611993,,7,61,8.102430557,0,18.25663893,4.9194445,16.47984106,5,1,13,18.20703495,1,2,2,5,87,33,31.87226678,  ,  ,  ,  
10060,C10061,公司20,4040100,5,24,18.73580038,26,0.109243518,1,17,166,28.59336307,22,0.142597189,3,65,12.95080717,0.888809343,27,0.315435412,41,39.16162152,13,8.690183536,,27,67,3.708343484,0,77.53081547,1.156439289,46.07265676,1,1,20,13.9489572,1,9,5,10,68,64,40.75591877,J0036,  ,  ,  
10061,C10062,公司13,1705636,3,31,20.11595175,174,0.049514203,1,16,51,5.135172179,59,0.890470745,4,38,11.00701288,999999999,35,32.98484752,64,9.166519803,3,8.011979884,17.97341505,52,22,3.218019304,0,40.84409456,18.92864506,63.10911719,1,1,58,7.481670787,1,6,6,11,57,8,58.18160749,  ,  ,  ,  
10062,C10063,公司10,1010025,6,70,30.39304924,30,0.594268097,1,10,116,4.840848759,40,0.275191112,12,11,16.28841492,4.624218728,40,32.77056947,14,90.3017076,2,7.718915767,,76,52,2.884059528,0,10.68673882,16.54364101,54.18553696,1,1,92,12.94928562,1,5,5,3,46,38,8.713361613,  ,  ,  ,  
10063,C10064,公司18,3272481,12,14,31.62325038,85,0.340458486,1,7,1,2.057128974,8,0.163614947,4,65,5.949077582,32.74073676,51,0.271160017,2,36.42300881,6,15.98787165,,55,24,5.727646891,0,,18.77777795,73.14021321,3,1,29,9.917958702,1,7,3,5,88,1,28.49795214,  ,  ,  ,  
10064,C10065,公司14,1979649,1,32,12.53946401,45,0.360831473,1,3,149,11.91225081,54,0.273900051,3,8,18.77545052,13.91411139,69,12.57084866,34,35.95922081,11,13.8413274,,26,24,7.765171932,0,12.54554612,0.107790344,78.82750611,2,1,85,10.71562875,1,12,2,12,25,64,69.92643764,  ,  ,  ,  
10065,C10066,公司5,252004,7,25,7.40040442,20,0.704268612,1,11,8,23.04164607,25,0.245425815,9,4,10.74987096,5.128015686,11,26.89395744,60,79.61953607,10,17.51263692,,78,71,17.10808617,0,90.64574314,12.73901669,82.55563651,2,1,88,2.529371554,1,4,2,6,82,94,51.25396942,  ,  ,  ,  
10066,C10067,公司17,2917264,1,65,32.71249549,163,0.266684928,1,5,156,27.85070345,59,0.114910112,9,25,0.024096557,24.64749026,65,19.04623464,45,71.96403166,11,16.48013061,,,8,16.15262012,0,15.44946083,18.64311731,24.10907899,5,1,66,10.05314064,1,3,5,12,49,6,59.52798168,  ,  ,  ,  
10067,C10068,公司18,3272481,12,63,24.52936757,72,0.831881604,1,1,131,19.58201905,26,0.459525071,4,62,2.648526562,28.97170683,46,33.42250495,92,67.83475546,18,18.09638437,,57,1,6.603956448,0,38.19714404,18.49218709,68.69361124,3,1,7,6.651471916,1,12,5,10,58,37,76.10372609,J0169,J0028,  ,  
10068,C10069,公司10,1010025,2,2,33.44219643,75,0.595905187,1,10,180,5.111430394,48,0.57501226,9,17,15.46838136,29.33737034,73,32.90904616,43,54.77438012,8,3.564994082,,25,66,4.708052375,0,69.00023588,18.46083901,26.69941298,4,1,19,5.926330676,1,4,3,12,63,30,75.99441825,  ,  ,  ,  
10069,C10070,公司3,90601,3,51,25.53596486,192,0.106161275,1,1,48,2.895588496,6,-999999999,9,15,5.501859316,20.03677919,89,15.05600895,16,79.37086048,15,17.41496887,,88,19,14.00262456,0,76.33348351,7.833227698,69.26132612,3,1,26,11.45547268,1,2,2,5,75,15,73.24053229,  ,  ,  ,  
10070,C10071,公司5,252004,1,23,33.50550812,188,0.3119962,1,3,26,2.835511787,48,0.118174623,11,64,18.91876697,2.270855996,48,33.41998054,16,63.35801016,5,13.38789279,,11,14,13.0609387,0,65.40385703,15.39645162,88.03742306,1,1,47,10.5678213,1,7,1,11,23,83,19.06044807,  ,  ,  ,  
10071,C10072,公司4,161604,10,37,4.60974286,17,0.95709116,1,13,62,20.36634657,14,0.046980348,10,11,15.98867151,25.76814988,18,0.910005008,45,35.45165454,11,2.392237196,,81,63,15.94150496,0,69.63489836,9.872874844,11.91198854,5,1,26,10.72857019,1,3,2,5,67,21,69.18528485,  ,  ,  ,  
10072,C10073,公司6,363609,3,13,4.88333896,58,0.287586415,1,18,92,13.02504398,5,0.276262547,6,5,9.879055498,32.58349602,29,12.79625009,22,13.92117751,10,12.62596805,,58,68,10.76706915,0,48.18672231,3.200624781,83.7135029,5,1,46,15.09060441,1,8,6,8,50,41,22.63735994,  ,  ,  ,  
10073,C10074,公司17,2917264,3,5,7.266689389,157,999999999,1,4,192,2.227483343,48,0.593981315,8,66,3.007059923,7.899841089,27,6.037643922,50,51.49019074,13,5.02843893,,79,64,13.54948023,0,76.15730822,19.34800815,54.34175314,4,1,6,4.99147353,1,4,4,9,,57,51.88227042,  ,  ,  ,  
10074,C10075,公司8,646416,5,47,5.755169119,20,0.13947296,1,11,141,19.92154493,43,0.914727381,6,8,16.50139883,9.272509824,54,7.014652332,61,16.61391298,8,18.42597741,,53,49,1.432852731,0,78.73950842,1.254221962,22.2997819,5,1,31,3.766586592,1,9,7,11,60,7,75.65914329,  ,  ,  ,  
10075,C10076,公司1,10000,9,2,16.04605002,32,0.393822843,1,8,,7.629624279,67,0.051190025,8,20,9.461714915,26.14155462,60,7.751149834,78,26.2150872,4,18.18988845,,58,36,3.847823063,0,67.62047976,3.784371719,54.10829743,4,1,83,16.18373408,1,2,2,6,46,90,27.82290747,  ,  ,  ,  
10076,C10077,公司4,161604,10,6,19.95415773,89,0.0376914,1,13,93,17.66965513,57,0.829884911,2,37,12.6242055,26.68227137,36,26.37640346,58,23.1912791,7,7.462691441,,75,12,15.25006717,0,21.38910777,0.075310357,88.55424411,2,1,74,3.259204316,1,11,1,9,83,44,47.8884107,  ,  ,  ,  
10077,C10078,公司7,494209,8,67,23.35738225,157,0.175735006,1,15,138,10.30211552,1,0.911354762,3,45,18.38315424,22.35818226,23,21.25101265,-999999999,29.79422354,13,0.899618142,,53,60,4.918730992,0,72.35377793,7.767029511,56.10476222,1,1,54,3.974785114,1,4,6,12,64,13,87.26069269,J0189,  ,  ,  
10078,C10079,公司1,10000,2,25,26.45296823,75,0.362581471,1,12,48,30.64441644,1,0.708353026,5,27,11.79780589,22.17241277,66,9.720718589,37,23.17709729,10,17.98247846,,90,33,15.54277441,0,57.74965557,10.97368349,23.95476773,5,1,48,14.72696044,1,1,,4,48,56,61.8096605,  ,  ,  ,  
10079,C10080,公司20,4040100,11,22,20.62571808,109,0.598680654,1,7,113,3.730029935,48,0.412948723,8,32,2.558254714,6.100665761,40,2.883547473,12,58.07226327,15,5.130569748,,62,47,13.5289254,0,64.98860981,4.358270297,62.73011295,4,1,15,7.133859585,1,6,3,3,31,83,68.33461443,  ,  ,  ,  
10080,C10081,公司4,161604,3,42,15.56412144,9,0.363392951,1,9,59,26.93979784,35,0.032540251,5,47,19.25315566,12.42812052,29,32.52827238,53,70.07077578,11,18.70746964,,60,52,15.00333413,0,80.13745692,17.21819752,49.10863905,5,1,78,4.445776488,1,1,4,7,1,90,74.98176204,  ,  ,  ,  
10081,C10082,公司6,363609,2,29,32.47035941,21,0.217709024,1,11,46,15.40522626,22,0.782390364,6,49,7.185223514,5.002863803,38,26.34461019,27,18.67087561,1,3.359263217,,21,13,3.791186876,0,42.70915595,19.33827504,27.66422487,5,1,16,16.69082828,1,12,6,2,36,76,49.19704348,  ,  ,  ,  
10082,C10083,公司4,161604,7,63,17.88435624,115,0.452744585,1,10,86,999999999,44,0.725731829,1,29,3.283677479,0.133782895,90,15.43480501,66,16.55256966,17,12.75621069,,61,66,12.08123225,0,,4.353489812,28.13233926,5,1,10,9.926326279,1,3,5,8,36,93,42.72764577,  ,  ,  ,  
10083,C10084,公司13,1705636,3,23,29.54325402,90,0.892672742,1,7,3,14.21643504,15,0.929482395,6,71,11.92101779,25.72619938,92,31.73365793,56,21.87334174,10,9.587317455,,82,68,13.8829576,0,45.4227134,12.40807131,7.95163007,5,1,9,13.232442,1,2,5,6,36,26,89.73374071,  ,  ,  ,  
10084,C10085,公司3,90601,11,5,11.75361547,194,0.209389669,,15,116,7.656446587,3,0.820638864,5,47,3.463616126,33.73890891,50,27.43229505,36,57.39344133,18,10.0255846,,,65,12.04588073,0,12.36787381,14.1396153,80.04137621,2,1,48,17.9460879,1,11,2,2,68,65,53.77390357,  ,  ,  ,  
10085,C10086,公司5,252004,8,41,6.67737994,169,0.216997957,1,13,48,0.040731463,35,0.506300298,4,61,12.9787345,12.96272823,90,6.090419454,64,45.09635981,15,13.04651695,,76,71,10.19412899,0,49.38434405,17.18357405,3.035435477,1,1,79,13.41544518,1,9,2,4,4,77,55.69595422,J0050,  ,  ,  
10086,C10087,公司6,363609,1,36,27.00442705,5,0.842279911,1,2,64,14.58200667,71,0.101141594,6,55,13.44588007,30.24697703,17,28.51321974,33,40.13602412,13,4.671627958,,54,62,7.9348063,0,59.72604673,19.53772128,27.43541458,3,1,32,1.489282938,1,8,4,6,18,46,30.32373736,  ,  ,  ,  
